ar_id,doc_type,suggested_title,confidence,rule_id
0000000886,Form,Enrollment Verification / Customer Information 2021-12-01,0.90,ENROLLMENT_VERIF
0000000889,Document,Document — Consumer Data Partners LP Plan ID #: HS3567 Participant Name: Keeley,0.50,READABLE_FALLBACK
0000000890,Interview,FBI FD-302 Interview Report (entry 10/26/2022),0.97,FBI_FD302
0000000893,Document,"Document — £lr""~0- CU""""lf o C, Of"""" I (j(v t'dc._ (-/ e-k II- '"" '6£1A ~lv.rf"")",0.50,READABLE_FALLBACK
0000000911,Interview,FBI FD-302 Interview Report (entry 10/26/2022),0.97,FBI_FD302
0000000913,Document,"Document — 1t>l""(.S'"" Clof""+O '(he -1""""4"" ~ (? v 1-° jvH fl4l{Hf...L) ""v.u- "" &~",0.50,READABLE_FALLBACK
0000000915,Document,Document — Adva .tageg Schedule of Benefits & Plan Design Medical Services Deduc,0.50,READABLE_FALLBACK
0000000942,Interview,FBI FD-302 Interview Report (entry 11/28/2022),0.97,FBI_FD302
0000000944,Document,"Document — '&c;t t If 12o<.lc.,..<l,6 {/ ~,VI--t. ~: p 4 Ch (' I S{cJ5 A t""v r-~",0.50,READABLE_FALLBACK
0000000945,Document,FBI Evidence Cover Sheet 2023-02-17,0.90,FBI_COVER
0000000964,Document,FBI Evidence Cover Sheet 2010-05-08,0.90,FBI_COVER
0000000965,Document,FBI Evidence Cover Sheet 2009-10-16,0.90,FBI_COVER
0000000966,Document,"Document — FD-472 (Rev. 09-13-2018) , (Date) lVofnjk~leA(Location) I, _P_A_O_A_G",0.50,READABLE_FALLBACK
0000000968,Document,"Document — FD-472 (Rev. 09-13-2018) , (Date) lVofnjk~leA(Location) I, _P_A_O_A_G",0.50,READABLE_FALLBACK
0000000970,Interview,FBI FD-302 Interview Report (entry 08/25/2022),0.97,FBI_FD302
0000000971,Form,Enrollment Verification / Customer Information 2022-09-01,0.90,ENROLLMENT_VERIF
0000000980,Document,Document — Consumer Data Partners LP Plan ID #: HS9567 Participant Name: Rachel,0.50,READABLE_FALLBACK
0000000981,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000000982,Document,Document — ABC Plans SOBs - Printable Version (Eng) - PY 2021 V1.102920.xlsm,0.50,READABLE_FALLBACK
0000000986,Unknown,Unknown Document,0.10,UNKNOWN
0000000994,Unknown,Unknown Document,0.10,UNKNOWN
0000001004,Form,Enrollment Verification / Customer Information 2022-09-01,0.90,ENROLLMENT_VERIF
0000001013,Document,Document — Consumer Data Partners LP Plan ID #: HS9567 Participant Name: Rachel,0.50,READABLE_FALLBACK
0000001014,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000001015,Document,FBI Evidence Cover Sheet 2022-08-25,0.90,FBI_COVER
0000001017,Interview,FBI FD-302 Interview Report (entry 11/07/2023),0.97,FBI_FD302
0000001018,Form,Enrollment Verification / Customer Information 2023-11-01,0.90,ENROLLMENT_VERIF
0000001021,Document,Document — EMPLOYERS BUSINESS ALLIANCE 10381 ME129323 Cambridge Premium Rachel B,0.50,READABLE_FALLBACK
0000001022,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000001025,Document,"Document — Plan Comparison Benefits Preferred Premi um o...iuctibl"" Out--of..,po",0.50,READABLE_FALLBACK
0000001026,Interview,FBI FD-302 Interview Report (entry 11/27/2023),0.97,FBI_FD302
0000001028,Document,Document — FD-1057,0.50,READABLE_FALLBACK
0000001042,Document,FBI Evidence Cover Sheet 209B-PH-3259494 2020-06-15,0.90,FBI_COVER
0000001139,Interview,FBI FD-302 Interview — Misty Frick (entry 06/30/2020),0.97,FBI_FD302
0000001142,Interview,FBI FD-302 Interview — Misty Frick (entry 07/27/2020),0.97,FBI_FD302
0000001145,Document,Document — CS AgentDateClient NamePhone NumberMember IDIssueTransfer/ActionResol,0.50,READABLE_FALLBACK
0000001281,Unknown,Unknown Document,0.10,UNKNOWN
0000001391,Document,Document — Cancel Requests/Save AttemptsFirst Last Phone #Date of ReqMember IDAg,0.50,READABLE_FALLBACK
0000001398,Interview,FBI FD-302 Interview — Jim Brader (entry 10/22/2020),0.97,FBI_FD302
0000001399,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000001400,Unknown,Unknown Document,0.10,UNKNOWN
0000001407,Document,Document — Page 1 of 1 FBI511-00679604 NLETS 20200922 08:47:51 20200922 08:47:51,0.50,READABLE_FALLBACK
0000001410,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000001769,Document,FBI Evidence Cover Sheet 209B-PH-3259494 2020-10-29,0.90,FBI_COVER
0000001770,Interview,FBI FD-302 Interview Report (entry 07/09/2021),0.97,FBI_FD302
0000001771,Interview,FBI FD-302 Interview Report (entry 07/09/2021),0.97,FBI_FD302
0000001775,Interview,FBI FD-302 Interview — Joshua Westendorp (entry 07/12/2021),0.97,FBI_FD302
0000001779,Interview,FBI FD-302 Interview — Amanda Flory (entry 08/02/2021),0.97,FBI_FD302
0000001784,Interview,FBI FD-302 Interview — Michael Parlow (entry 08/02/2021),0.97,FBI_FD302
0000001785,Document,Document — lIB u.s. GOVERNMENT PUBLISHING OFFICE 2019-408·495 FD·597 (Rev. 4-13-,0.50,READABLE_FALLBACK
0000001786,Document,"Document — \j~vvu"" Wv\yvdI ~ \cXlC}(_. ~\)M' S \~ ~'-l \..\IS I d- ,w\)()LIL UY1",0.50,READABLE_FALLBACK
0000001800,Document,Document — LeadInformation Call Profile ID 4990401 Profile Name Bene QCC Hlth +,0.50,READABLE_FALLBACK
0000001835,Document,Document — New Tracking fields,0.50,READABLE_FALLBACK
0000001869,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000001938,Document,"Document — , / Pay Period: 9/25-1 0/8 Name: Amanda Flory Gross Pay: $1,573.43 Ho",0.50,READABLE_FALLBACK
0000002005,Document,"Document — - alq!pnpap 48!4 e 4JeaJ 018u!""e4 ln041!M lel!ds04 a41 01 SsaJJe ale!",0.50,READABLE_FALLBACK
0000002095,Interview,FBI FD-302 Interview Report (entry 09/14/2021),0.97,FBI_FD302
0000002097,Interview,FBI FD-302 Interview — Bernard Jefferies (entry 09/15/2021),0.97,FBI_FD302
0000002106,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002109,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002111,Document,"Document — Liberty Insurance Underwriters Inc., a Liberty Mutual company, issues",0.50,READABLE_FALLBACK
0000002123,Document,"Document — Event Report Evidence Gathering, 06-12-2021 08-20-2021 Information an",0.50,READABLE_FALLBACK
0000002129,Document,"Document — Event Report Background Report, 08-20-2021 08-23-2021 Information and",0.50,READABLE_FALLBACK
0000002135,Interview,FBI FD-302 Interview — Terry Mabury (entry 09/15/2021),0.97,FBI_FD302
0000002138,Interview,FBI FD-302 Interview Report (entry 10/15/2021),0.97,FBI_FD302
0000002140,Interview,FBI FD-302 Interview Report (entry 10/15/2021),0.97,FBI_FD302
0000002141,Interview,FBI FD-302 Interview Report (entry 10/15/2021),0.97,FBI_FD302
0000002143,Interview,FBI FD-302 Interview Report (entry 10/18/2021),0.97,FBI_FD302
0000002144,Interview,FBI FD-302 Interview Report (entry 10/19/2021),0.97,FBI_FD302
0000002145,Interview,FBI FD-302 Interview — Meek Konekeo (entry 10/20/2021),0.97,FBI_FD302
0000002167,Interview,FBI FD-302 Interview — Tim Brown (entry 10/26/2021),0.97,FBI_FD302
0000002174,Document,Document — Member Information Dependent Information Name Relationship Date of Bi,0.50,READABLE_FALLBACK
0000002185,Interview,FBI FD-302 Interview — Richard Derkacs (entry 11/01/2021),0.97,FBI_FD302
0000002186,Interview,FBI FD-302 Interview — Laymon Flack (entry 11/05/2021),0.97,FBI_FD302
0000002201,Interview,FBI FD-302 Interview — Laymon Flack (entry 11/22/2021),0.97,FBI_FD302
0000002231,Interview,FBI FD-302 Interview — Kaela Domenech (entry 11/30/2021),0.97,FBI_FD302
0000002234,Interview,FBI FD-302 Interview Report (entry 12/02/2021),0.97,FBI_FD302
0000002235,Interview,FBI FD-302 Interview — Valerie Cosme (entry 12/07/2021),0.97,FBI_FD302
0000002244,Interview,FBI FD-302 Interview — Celeste Rehr (entry 12/16/2021),0.97,FBI_FD302
0000002246,Interview,FBI FD-302 Interview — Victor Lopez (entry 12/16/2021),0.97,FBI_FD302
0000002247,Interview,FBI FD-302 Interview — Cynthia Britton (entry 01/05/2022),0.97,FBI_FD302
0000002248,Interview,FBI FD-302 Interview — Alan Redmond (entry 01/11/2022),0.97,FBI_FD302
0000002254,Interview,FBI FD-302 Interview Report (entry 02/16/2022),0.97,FBI_FD302
0000002260,Document,"Document — $2  5HY 6HDUFKDQG6HL]XUH:DUUDQW 81,7('67$7(6',675,&7",0.50,READABLE_FALLBACK
0000002262,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002291,Document,Document — 22-mj-218 Search and Seizure Warrant (1).pdf,0.50,READABLE_FALLBACK
0000002292,Document,Document — AO 93 (Rev. 11/13) Search and Seizure Warrant (page 2) Return Case No,0.50,READABLE_FALLBACK
0000002295,Interview,FBI FD-302 Interview — Bradley Butler (entry 02/24/2022),0.97,FBI_FD302
0000002297,Interview,FBI FD-302 Interview Report (entry 03/02/2022),0.97,FBI_FD302
0000002300,Interview,FBI FD-302 Interview — Nicholas Batista (entry 03/08/2022),0.97,FBI_FD302
0000002302,Interview,FBI FD-302 Interview Report (entry 03/14/2022),0.97,FBI_FD302
0000002305,Document,Document — Prepared by Forensic Accountant Robert Davies (Draft 05/10/2021) The,0.50,READABLE_FALLBACK
0000002314,Unknown,Unknown Document,0.10,UNKNOWN
0000002318,Interview,FBI FD-302 Interview Report (entry 03/14/2022),0.97,FBI_FD302
0000002319,Interview,FBI FD-302 Interview — Jeanne Olson (entry 03/17/2022),0.97,FBI_FD302
0000002320,Interview,FBI FD-302 Interview Report (entry 03/21/2022),0.97,FBI_FD302
0000002321,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002335,Document,"Document — FD-941 (2-26-01) CONSENTTOSEARCHCOMPUTER(S) I, !.:;o;../_,.1~_::'_.;.",0.50,READABLE_FALLBACK
0000002337,Notice,Member Portal & Document Access Guide 2022-03-16,0.88,MEMBER_PORTAL
0000002394,Document,Document — MyDPCplus.NoPricing.V.20200327,0.50,READABLE_FALLBACK
0000002395,Document,Document — Spend as little as 10 minutes a day building strength and flexibility,0.50,READABLE_FALLBACK
0000002396,Document,Document — 247BHDERM flyer,0.50,READABLE_FALLBACK
0000002398,Policy,Healthcare2U Wellness Plan Policy #677495905 2021-02-15,0.95,HC2U_WELLNESS
0000002403,Unknown,Unknown Document,0.10,UNKNOWN
0000002414,Unknown,Unknown Document,0.10,UNKNOWN
0000002415,Document,Document — The direct primary care portion of your health plan is provided throu,0.50,READABLE_FALLBACK
0000002417,Document,Document — trifecta flyers.indd,0.50,READABLE_FALLBACK
0000002418,Document,Document — MyDPCplus.NoPricing.V.20200327,0.50,READABLE_FALLBACK
0000002419,Document,Document — trifecta flyers.indd,0.50,READABLE_FALLBACK
0000002420,Document,Document — trifecta flyers.indd,0.50,READABLE_FALLBACK
0000002421,Document,"Document — 3/16/22, 7:29 AM Home https://www.multiplan.com/webcenter/portal/Prov",0.50,READABLE_FALLBACK
0000002423,Document,Document — trifecta flyers.indd,0.50,READABLE_FALLBACK
0000002424,Letter,Connected Primary Care Welcome Letter,0.90,TRIFECTA_WELCOME
0000002426,Notice,Member Portal & Document Access Guide 2022-03-16,0.88,MEMBER_PORTAL
0000002428,Document,Trifecta Fulfillment — Benefit Information Sheet,0.88,TRIFECTA_INFO
0000002429,Notice,Member Portal & Document Access Guide 2022-03-16,0.88,MEMBER_PORTAL
0000002430,Document,Trifecta Fulfillment — Benefit Information Sheet,0.88,TRIFECTA_INFO
0000002431,Document,Trifecta Fulfillment — Benefit Information Sheet,0.88,TRIFECTA_INFO
0000002432,Notice,Member Portal & Document Access Guide 2022-03-16,0.88,MEMBER_PORTAL
0000002434,Notice,Member Portal & Document Access Guide 2022-03-16,0.88,MEMBER_PORTAL
0000002435,Notice,Member Portal & Document Access Guide 2022-03-16,0.88,MEMBER_PORTAL
0000002438,Notice,Member Portal & Document Access Guide 2022-03-16,0.88,MEMBER_PORTAL
0000002441,Notice,Member Portal & Document Access Guide 2022-03-16,0.88,MEMBER_PORTAL
0000002444,Notice,Member Portal & Document Access Guide 2022-03-16,0.88,MEMBER_PORTAL
0000002447,Document,Document — trifecta flyers.indd,0.50,READABLE_FALLBACK
0000002448,Document,Trifecta Fulfillment — Benefit Information Sheet,0.88,TRIFECTA_INFO
0000002450,Document,Trifecta Fulfillment — Benefit Information Sheet,0.88,TRIFECTA_INFO
0000002451,Notice,Member Portal & Document Access Guide 2022-03-16,0.88,MEMBER_PORTAL
0000002452,Notice,Member Portal & Document Access Guide 2022-03-16,0.88,MEMBER_PORTAL
0000002453,Interview,FBI FD-302 Interview — Betty Acker (entry 03/21/2022),0.97,FBI_FD302
0000002454,Interview,FBI FD-302 Interview — Betty Acker (entry 03/21/2022),0.97,FBI_FD302
0000002455,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002459,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002461,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002463,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002465,Document,Document — Taw ratitedisNew Cash Advances New Balance Travelers Fees Charged Int,0.50,READABLE_FALLBACK
0000002466,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002467,Interview,FBI FD-302 Interview — Jeanne Olson (entry 03/23/2022),0.97,FBI_FD302
0000002468,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002494,Document,Document — Page: 1 Document Name: untitled LMAP334 E100 OFFICE 0990 NJDOL - LOOP,0.50,READABLE_FALLBACK
0000002498,Interview,FBI FD-302 Interview — Jeanne Olson (entry 03/28/2022),0.97,FBI_FD302
0000002505,Interview,FBI FD-302 Interview — Gregory Loerzel (entry 03/29/2022),0.97,FBI_FD302
0000002509,Interview,FBI FD-302 Interview Report (entry 04/04/2022),0.97,FBI_FD302
0000002536,Notice,Member Portal & Document Access Guide,0.88,MEMBER_PORTAL
0000002545,Document,FBI Evidence Cover Sheet 209B-PH-3259494 2022-04-04,0.90,FBI_COVER
0000002546,Interview,FBI FD-302 Interview — Stephen Hill (entry 04/18/2022),0.97,FBI_FD302
0000002547,Interview,FBI FD-302 Interview Report (entry 04/28/2022),0.97,FBI_FD302
0000002548,Document,FBI Evidence Cover Sheet 209B-PH-3259494 2022-04-25,0.90,FBI_COVER
0000002554,Interview,FBI FD-302 Interview — Valerie Cosme (entry 05/12/2022),0.97,FBI_FD302
0000002557,Interview,FBI FD-302 Interview — Sydney Blaylock (entry 05/17/2022),0.97,FBI_FD302
0000002561,Interview,FBI FD-302 Interview — Marie Escudero (entry 05/27/2022),0.97,FBI_FD302
0000002564,Interview,FBI FD-302 Interview — Amanda Flory (entry 05/27/2022),0.97,FBI_FD302
0000002565,Interview,FBI FD-302 Interview — Gregory Loerzel (entry 05/27/2022),0.97,FBI_FD302
0000002566,Interview,FBI FD-302 Interview — Scott Mays (entry 05/27/2022),0.97,FBI_FD302
0000002572,Interview,FBI FD-302 Interview — Doreen Rossberg (entry 06/06/2022),0.97,FBI_FD302
0000002585,Document,Document — Advantage 9,0.50,READABLE_FALLBACK
0000002588,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002592,Document,Document — Preventive Health Services,0.50,READABLE_FALLBACK
0000002593,Document,Document — general,0.50,READABLE_FALLBACK
0000002596,Document,Document — Report,0.50,READABLE_FALLBACK
0000002599,Interview,FBI FD-302 Interview Report (entry 06/07/2022),0.97,FBI_FD302
0000002618,Interview,FBI FD-302 Interview Report (entry 06/10/2022),0.97,FBI_FD302
0000002620,Interview,FBI FD-302 Interview Report (entry 06/10/2022),0.97,FBI_FD302
0000002623,Interview,FBI FD-302 Interview Report (entry 06/21/2022),0.97,FBI_FD302
0000002632,Interview,FBI FD-302 Interview — Ryan Reynolds (entry 06/23/2022),0.97,FBI_FD302
0000002634,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002636,Interview,FBI FD-302 Interview Report (entry 06/27/2022),0.97,FBI_FD302
0000002644,Interview,FBI FD-302 Interview — Woodly Louis (entry 06/28/2022),0.97,FBI_FD302
0000002645,Interview,FBI FD-302 Interview — Doug Behrens (entry 07/08/2022),0.97,FBI_FD302
0000002648,Interview,FBI FD-302 Interview — Samuel Lamar Turman (entry 07/14/2022),0.97,FBI_FD302
0000002654,Interview,FBI FD-302 Interview Report (entry 07/15/2022),0.97,FBI_FD302
0000002655,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002669,Interview,FBI FD-302 Interview Report (entry 07/20/2022),0.97,FBI_FD302
0000002670,Interview,FBI FD-302 Interview — Alan Redmond (entry 07/22/2022),0.97,FBI_FD302
0000002671,Document,Vehicle Title Brand Information 2022-07-11,0.85,TITLE_BRAND
0000002673,Document,Vehicle Title Brand Information 2022-07-11,0.85,TITLE_BRAND
0000002675,Document,Vehicle Title Brand Information 2022-07-11,0.85,TITLE_BRAND
0000002677,Document,Vehicle Title Brand Information 2022-07-11,0.85,TITLE_BRAND
0000002679,PDF (image-only/unreadable),Unreadable Image-Only PDF (no text),0.85,IMAGE_ONLY_EMPTY
0000002680,Interview,FBI FD-302 Interview — Samuel Lamar Turman (entry 07/22/2022),0.97,FBI_FD302
0000002689,Document,FBI Evidence Cover Sheet 2022-07-14,0.90,FBI_COVER
0000002690,Interview,FBI FD-302 Interview — Lamar Turman (entry 07/27/2022),0.97,FBI_FD302
0000002691,Interview,FBI FD-302 Interview Report (entry 08/03/2022),0.97,FBI_FD302
0000002692,Interview,FBI FD-302 Interview Report (entry 08/10/2022),0.97,FBI_FD302
0000002693,Document,Document — rptNotification_RecordsDelivered,0.50,READABLE_FALLBACK
0000002696,Interview,FBI FD-302 Interview Report (entry 08/16/2022),0.97,FBI_FD302
0000002701,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002703,Unknown,Unknown Document,0.10,UNKNOWN
0000002706,Unknown,Unknown Document,0.10,UNKNOWN
0000002709,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002711,Unknown,Unknown Document,0.10,UNKNOWN
0000002715,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002718,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002720,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002723,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002726,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002727,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002728,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002731,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002732,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002733,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002736,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002739,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002742,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002745,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002747,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002750,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002751,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002754,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002757,Unknown,Unknown Document,0.10,UNKNOWN
0000002760,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002764,Unknown,Unknown Document,0.10,UNKNOWN
0000002767,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002770,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002773,Unknown,Unknown Document,0.10,UNKNOWN
0000002776,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002779,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002780,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002781,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002784,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002789,Unknown,Unknown Document,0.10,UNKNOWN
0000002792,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002794,Unknown,Unknown Document,0.10,UNKNOWN
0000002798,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002802,Document,Document — Shopper Info for Shopper ID 177731436 Shopper ID: 177731436 Private L,0.50,READABLE_FALLBACK
0000002854,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000002856,Document,Document — Shopper Info for Shopper ID 1448393 Shopper ID: 1448393 Private Label,0.50,READABLE_FALLBACK
0000016905,Interview,FBI FD-302 Interview — Leanne Borden (entry 08/17/2022),0.97,FBI_FD302
0000016907,Form,Enrollment Verification / Customer Information 2022-01-01,0.90,ENROLLMENT_VERIF
0000016913,Form,Enrollment Verification / Customer Information 2022-01-01,0.90,ENROLLMENT_VERIF
0000016919,Document,Document — Consumer Data Partners LP Plan ID #: HS3567 Participant Name: Jennife,0.50,READABLE_FALLBACK
0000016920,Document,Document — California Department OF INSURANCE: Consumer services division,0.50,READABLE_FALLBACK
0000016922,Document,Document — QuickHealth/Seguro Medico,0.50,READABLE_FALLBACK
0000016923,Document,Document — Recent Email,0.50,READABLE_FALLBACK
0000016928,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000016977,Document,Document — Microsoft Word - ASA Agreement,0.50,READABLE_FALLBACK
0000017085,Notice,Member Portal & Document Access Guide,0.88,MEMBER_PORTAL
0000017090,Document,Document — CALIFORNIA DEPARTMENT OF INSURANCE ENFORCEMENT BRANCH INVESTIGATION D,0.50,READABLE_FALLBACK
0000017092,Document,Document — CALIFORNIA DEPARTMENT OF INSURANCE ENFORCEMENT BRANCH INVESTIGATION D,0.50,READABLE_FALLBACK
0000017094,Document,Document — CALIFORNIA DEPARTMENT OF INSURANCE ENFORCEMENT BRANCH INVESTIGATION D,0.50,READABLE_FALLBACK
